Year,Month,Day,Validity,Cause,Eq Magnitude,Country,Location,Latitude,Longitude,Max Water Height (m),Tsm Magnitude (Iida),Tsunami,ECountry,ELocation
1919.0,10.0,2.0,4.0,7.0,7.2,USA,"ALIKA, HAWAII",19.23,-155.9,4.3,0.6,1,78,9
1920.0,8.0,20.0,3.0,1.0,7.0,CHILE,CENTRAL CHILE,-38.0,-73.5,1.4,0.5,0,10,64
1920.0,9.0,20.0,3.0,1.0,7.8,VANUATU,VANUATU ISLANDS,-19.919,168.53,0.92,1.0,0,80,477
1921.0,8.0,4.0,3.0,1.0,7.2,CHINA,"XIAOSI, DANDONG, LIAONING",40.13,124.38,0.92,0.6,0,11,492
1921.0,9.0,11.0,4.0,1.0,7.5,INDONESIA,JAVA,-11.0,111.0,0.1,-2.3,1,36,181
1921.0,11.0,11.0,3.0,1.0,7.5,PHILIPPINES,PHILIPPINE TRENCH,8.0,127.0,0.92,0.5,0,60,346
1922.0,1.0,19.0,3.0,1.0,6.9,PAPUA NEW GUINEA,BISMARCK SEA,-7.111,143.53,1.8,0.6,0,58,41
1922.0,11.0,11.0,4.0,1.0,8.5,CHILE,NORTHERN CHILE,-28.293,-69.852,9.0,3.2,1,10,299
1922.0,12.0,25.0,3.0,1.0,6.3,NEW ZEALAND,SE. NEW ZEALAND,-43.0,173.0,0.4,0.6,0,53,406
1923.0,2.0,3.0,4.0,1.0,8.4,RUSSIA,KAMCHATKA,54.486,160.472,8.0,3.0,1,62,184
1923.0,2.0,17.0,3.0,0.0,7.2,CHILE,CENTRAL CHILE,-35.33,-72.42,1.5,0.6,0,10,64
1923.0,3.0,2.0,3.0,1.0,7.2,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.5,124.0,0.92,0.6,0,60,255
1923.0,4.0,13.0,4.0,1.0,7.2,RUSSIA,KAMCHATKA,56.5,162.5,20.0,4.9,1,62,184
1923.0,6.0,1.0,4.0,1.0,7.3,JAPAN,"KASHIMA, JAPAN",35.4,141.8,0.4,-1.3,1,41,191
1923.0,9.0,1.0,4.0,1.0,7.9,JAPAN,SAGAMI BAY,35.1,139.5,13.0,3.6,1,41,382
1923.0,9.0,2.0,4.0,1.0,7.7,JAPAN,RYUKYU ISLANDS,34.9,140.2,0.3,-1.7,1,41,373
1923.0,11.0,2.0,3.0,1.0,7.1,PAPUA NEW GUINEA,BISMARCK SEA,-4.653,154.232,0.92,0.6,0,58,41
1924.0,3.0,4.0,3.0,1.0,6.7,COSTA RICA,COSTA RICA,9.587,-84.515,0.92,0.6,0,13,83
1924.0,4.0,14.0,4.0,3.0,8.3,PHILIPPINES,E. MINDANAO ISLAND,6.5,126.5,0.92,0.6,1,60,106
1924.0,5.0,6.0,4.0,3.0,6.5,PHILIPPINES,PHILIPPINES,16.0,118.0,0.92,1.0,1,60,347
1924.0,6.0,26.0,3.0,1.0,7.8,AUSTRALIA,MACQUARIE ISLAND,-56.0,157.5,0.92,0.6,0,5,236
1925.0,2.0,23.0,3.0,3.0,6.0,USA,"GULF OF ALASKA, AK",60.0,-146.0,1.4,0.5,0,78,142
1925.0,10.0,4.0,4.0,9.0,7.2,USA,CALIFORNIA,,,0.34,0.6,1,78,52
1926.0,1.0,25.0,3.0,1.0,7.5,SOLOMON ISLANDS,SOLOMON SEA,-10.061,159.215,0.92,0.6,0,66,418
1926.0,8.0,30.0,3.0,1.0,7.2,GREECE,ARGOLIKOS GULF,36.5,23.3,0.92,0.6,0,27,20
1926.0,9.0,16.0,4.0,1.0,6.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.674,159.519,2.0,1.0,1,66,417
1927.0,3.0,7.0,4.0,3.0,7.6,JAPAN,SW. HONSHU ISLAND,35.6,135.1,11.3,0.4,1,41,444
1927.0,6.0,26.0,4.0,1.0,6.0,UKRAINE,"CRIMEA, BLACK SEA",44.4,34.4,0.7,-0.5,1,77,87
1927.0,8.0,5.0,4.0,1.0,6.9,JAPAN,SANRIKU,37.9,142.0,0.1,-3.3,1,41,396
1927.0,8.0,18.0,4.0,1.0,6.4,JAPAN,"KASHIMA, JAPAN",34.2,142.0,0.4,-1.3,1,41,191
1927.0,9.0,11.0,4.0,1.0,6.8,UKRAINE,"CRIMEA, BLACK SEA",44.4,34.5,1.0,0.6,1,77,87
1927.0,10.0,24.0,3.0,3.0,7.1,USA,"SE. ALASKA, AK",57.69,-136.07,0.92,0.6,0,78,404
1927.0,11.0,4.0,4.0,1.0,7.3,USA,S. CALIFORNIA,34.813,-120.774,1.8,1.0,1,78,376
1927.0,11.0,21.0,3.0,1.0,7.1,CHILE,SOUTHERN CHILE,-44.6,-73.0,0.92,1.5,0,10,432
1927.0,12.0,1.0,3.0,1.0,6.3,INDONESIA,SULAWESI,-0.7,119.7,15.0,3.9,0,36,436
1927.0,12.0,28.0,4.0,1.0,7.5,RUSSIA,KAMCHATKA,55.663,160.039,2.0,1.0,1,62,184
1928.0,3.0,22.0,4.0,1.0,7.7,MEXICO,MEXICO,15.67,-96.1,0.92,0.6,1,46,253
1928.0,3.0,26.0,3.0,6.0,7.2,INDONESIA,KRAKATAU,-6.102,105.423,0.92,0.6,0,36,206
1928.0,4.0,22.0,3.0,1.0,6.0,GREECE,CORINTHOS-PATRAS GULF,38.0,23.0,0.6,1.1,0,27,82
1928.0,5.0,27.0,4.0,1.0,7.0,JAPAN,SANRIKU,40.0,143.2,0.45,-2.3,1,41,396
1928.0,6.0,15.0,3.0,1.0,7.0,PHILIPPINES,SULU SEA,12.4,120.9,0.92,0.6,0,60,438
1928.0,6.0,17.0,4.0,1.0,7.7,MEXICO,S. MEXICO,16.028,-97.036,0.2,3.0,1,46,379
1928.0,8.0,4.0,4.0,7.0,7.2,INDONESIA,FLORES SEA,-8.32,121.708,10.0,3.3,1,36,129
1928.0,12.0,1.0,3.0,1.0,7.6,CHILE,CENTRAL CHILE,-35.0,-72.0,1.5,0.6,0,10,64
1928.0,12.0,19.0,3.0,1.0,7.3,PHILIPPINES,CELEBES SEA,7.0,124.0,0.92,0.6,0,60,62
1929.0,1.0,17.0,4.0,1.0,6.9,VENEZUELA,CUMANA,10.6,-65.6,6.0,1.0,1,81,88
1929.0,3.0,7.0,4.0,1.0,7.8,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",50.88,-169.71,1.0,0.6,1,78,130
1929.0,5.0,21.0,4.0,1.0,7.1,JAPAN,HIUGANADA,31.7,132.2,0.7,-0.5,1,41,158
1929.0,5.0,26.0,3.0,1.0,7.0,CANADA,BRITISH COLUMBIA,51.0,-131.0,1.5,0.6,0,9,49
1929.0,11.0,18.0,4.0,3.0,7.2,CANADA,"GRAND BANKS, NEWFOUNDLAND",44.426,-56.03,13.0,2.2,1,9,136
1930.0,3.0,4.0,4.0,8.0,7.2,PORTUGAL,MADEIRA ISLAND,32.617,-16.967,5.0,0.6,1,61,237
1930.0,5.0,2.0,4.0,8.0,7.2,NORWAY,MID-NORWAY,63.317,9.85,0.92,0.6,1,55,254
1930.0,5.0,5.0,4.0,1.0,7.3,MYANMAR (BURMA),MYANMAR COAST,17.3,96.5,1.06,0.6,1,50,266
1930.0,6.0,19.0,3.0,1.0,6.0,INDONESIA,SOUTH OF JAVA,-5.6,105.3,1.5,-0.5,0,36,429
1930.0,8.0,31.0,3.0,3.0,5.2,USA,S. CALIFORNIA,34.03,-118.643,3.05,-1.0,0,78,376
1930.0,9.0,11.0,4.0,6.0,7.2,ITALY,STROMBOLI ISLAND,38.789,15.213,2.5,0.6,1,39,435
1930.0,9.0,30.0,3.0,1.0,6.6,PAPUA NEW GUINEA,BISMARCK SEA,-4.423,145.46,0.92,0.6,0,58,41
1930.0,10.0,30.0,4.0,1.0,6.0,ITALY,CENTRAL ADRIATIC,43.89,13.483,0.92,0.6,1,39,63
1930.0,11.0,5.0,3.0,1.0,7.2,KENYA,MOMBASA,-4.05,39.667,6.0,0.6,0,43,260
1930.0,12.0,23.0,4.0,1.0,6.5,PAPUA NEW GUINEA,BISMARCK SEA,-1.3,144.3,12.0,3.4,1,58,41
1931.0,2.0,2.0,4.0,3.0,7.7,NEW ZEALAND,N. NEW ZEALAND,-39.772,176.025,15.0,0.6,1,53,274
1931.0,3.0,9.0,4.0,1.0,7.6,JAPAN,SANRIKU,41.2,142.5,0.4,-1.3,1,41,396
1931.0,9.0,25.0,3.0,1.0,7.4,INDONESIA,SW. SUMATRA,-5.0,102.75,1.0,4.9,0,36,446
1931.0,10.0,3.0,4.0,1.0,7.8,SOLOMON ISLANDS,SAN CRISTOBAL ISLAND,-10.932,161.016,9.0,3.3,1,66,390
1931.0,11.0,2.0,4.0,1.0,7.1,JAPAN,SEIKAIDO,32.2,132.1,0.8,-0.3,1,41,409
1932.0,6.0,3.0,4.0,1.0,8.1,MEXICO,CENTRAL MEXICO,19.623,-103.919,10.0,1.5,1,46,66
1932.0,6.0,18.0,4.0,1.0,7.8,MEXICO,CENTRAL MEXICO,19.081,-103.631,1.0,1.0,1,46,66
1932.0,6.0,22.0,4.0,1.0,7.7,MEXICO,CENTRAL MEXICO,19.242,-104.383,10.0,3.3,1,46,66
1933.0,1.0,8.0,4.0,6.0,6.0,RUSSIA,"KHARIMKOTAN, N. KURIL ISLANDS",49.12,154.508,9.0,3.2,1,62,198
1933.0,2.0,20.0,3.0,1.0,4.0,MEXICO,MEXICO,18.68,-104.82,1.13,0.6,0,46,253
1933.0,3.0,2.0,4.0,1.0,8.4,JAPAN,SANRIKU,39.209,144.59,29.0,4.9,1,41,396
1933.0,5.0,8.0,3.0,1.0,6.7,MEXICO,MEXICO,17.404,-100.908,0.92,0.6,0,46,253
1933.0,5.0,19.0,3.0,1.0,7.2,TOGO,GOLD COAST,6.9,0.6,0.92,0.6,0,72,134
1933.0,6.0,18.0,4.0,1.0,7.1,JAPAN,SANRIKU,38.1,142.4,0.2,-2.3,1,41,396
1933.0,10.0,2.0,3.0,1.0,6.9,ECUADOR,ECUADOR,-2.0,-81.0,0.92,0.6,0,19,116
1934.0,2.0,14.0,4.0,1.0,7.9,PHILIPPINES,SOUTH CHINA SEA,17.5,119.0,0.92,0.6,1,60,423
1934.0,4.0,7.0,3.0,8.0,7.2,NORWAY,TAFJORD,62.267,7.4,62.3,0.6,0,55,448
1934.0,7.0,18.0,3.0,1.0,7.7,PANAMA,COSTA RICA-PANAMA,8.0,-82.5,0.92,1.0,0,57,85
1934.0,7.0,18.0,3.0,1.0,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.907,166.731,0.65,-0.7,0,66,417
1934.0,7.0,21.0,3.0,1.0,7.2,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.139,165.503,0.92,0.6,0,66,417
1935.0,1.0,4.0,3.0,3.0,6.4,TURKEY,MARMARA SEA,40.62,27.451,0.92,0.6,0,75,244
1935.0,7.0,19.0,4.0,1.0,6.5,JAPAN,JAPAN,36.6,141.4,0.2,-2.3,1,41,178
1935.0,9.0,20.0,3.0,1.0,7.8,PAPUA NEW GUINEA,BISMARCK SEA,-3.824,141.416,0.92,0.6,0,58,41
1935.0,10.0,12.0,4.0,1.0,7.2,JAPAN,SANRIKU,39.9,143.7,0.3,-1.7,1,41,396
1935.0,10.0,18.0,4.0,1.0,7.0,JAPAN,SANRIKU,40.7,144.3,0.2,-2.3,1,41,396
1936.0,4.0,1.0,4.0,1.0,7.7,INDONESIA,SULAWESI,4.5,126.5,3.0,1.5,1,36,436
1936.0,7.0,13.0,4.0,1.0,7.3,CHILE,NORTHERN CHILE,-24.5,-70.0,1.0,0.6,1,10,299
1936.0,9.0,13.0,4.0,8.0,7.2,NORWAY,LOEN,61.87,6.851,74.0,0.6,1,55,228
1936.0,10.0,27.0,4.0,8.0,7.2,USA,"LITUYA BAY, AK",58.6,-137.1,149.35,5.6,1,78,226
1936.0,11.0,2.0,4.0,1.0,7.7,JAPAN,SANRIKU,38.2,142.2,0.7,-0.5,1,41,396
1936.0,1.0,1.0,3.0,0.0,7.2,NEW CALEDONIA,NEW CALEDONIA,-20.5,165.0,2.2,0.6,0,52,283
1937.0,5.0,29.0,4.0,6.0,7.2,PAPUA NEW GUINEA,RABAUL,-4.271,152.203,2.5,1.3,1,58,364
1937.0,8.0,20.0,3.0,1.0,7.5,PHILIPPINES,W. LUZON ISLAND,14.5,121.5,0.92,0.5,0,60,482
1937.0,9.0,21.0,3.0,1.0,5.7,RUSSIA,KAMCHATKA,56.0,162.5,0.92,0.6,0,62,184
1938.0,2.0,1.0,4.0,1.0,8.6,INDONESIA,BANDA SEA,-5.045,131.614,1.0,1.0,1,36,32
1938.0,5.0,12.0,3.0,1.0,7.5,PAPUA NEW GUINEA,SOLOMON SEA,-6.0,147.8,0.92,1.0,0,58,418
1938.0,5.0,19.0,4.0,1.0,7.6,INDONESIA,MAKASSAR STRAIT,-1.0,120.0,3.0,1.6,1,36,239
1938.0,5.0,23.0,4.0,1.0,7.1,JAPAN,JAPAN TRENCH,36.7,141.4,0.83,-0.3,1,41,179
1938.0,5.0,28.0,4.0,1.0,6.1,JAPAN,E. HOKKAIDO ISLAND,43.6,144.3,0.9,-0.1,1,41,103
1938.0,6.0,10.0,4.0,1.0,7.6,JAPAN,RYUKYU ISLANDS,25.321,125.115,1.5,0.6,1,41,373
1938.0,11.0,5.0,4.0,1.0,7.7,JAPAN,SANRIKU,37.1,141.7,0.57,0.1,1,41,396
1938.0,11.0,5.0,4.0,1.0,7.6,JAPAN,SANRIKU,37.2,141.7,0.56,0.1,1,41,396
1938.0,11.0,6.0,4.0,1.0,7.5,JAPAN,OFF FUKUSHIMA PREFECTURE,37.5,141.8,1.26,0.4,1,41,325
1938.0,11.0,6.0,4.0,1.0,7.1,JAPAN,OFF FUKUSHIMA PREFECTURE,37.0,141.7,1.25,0.3,1,41,325
1938.0,11.0,10.0,4.0,1.0,8.2,USA,"SHUMAGIN ISLANDS, AK",55.48,-158.37,0.3,-1.7,1,78,413
1938.0,11.0,13.0,4.0,1.0,6.0,JAPAN,SANRIKU,37.0,141.5,0.75,-0.5,1,41,396
1938.0,11.0,22.0,4.0,1.0,6.9,JAPAN,SANRIKU,36.7,142.1,0.3,-1.7,1,41,396
1938.0,11.0,30.0,4.0,1.0,7.0,JAPAN,SANRIKU,37.0,142.2,0.2,-2.3,1,41,396
1939.0,3.0,20.0,4.0,1.0,6.6,JAPAN,SEIKAIDO,32.3,132.0,0.8,-0.3,1,41,409
1939.0,4.0,30.0,3.0,1.0,7.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.295,159.234,10.5,3.4,0,66,417
1939.0,5.0,1.0,4.0,1.0,7.0,JAPAN,NW. HONSHU ISLAND,40.1,139.5,1.2,-1.7,1,41,307
1939.0,5.0,8.0,4.0,1.0,6.7,PORTUGAL,AZORES,37.198,-24.356,0.2,0.6,1,61,26
1939.0,7.0,24.0,3.0,6.0,7.2,GRENADA,KICK 'EM JENNY VOLCANO,12.3,-61.63,2.0,0.6,0,29,199
1939.0,12.0,21.0,3.0,1.0,8.0,INDONESIA,N. MOLUCCAS ISLANDS,0.0,123.0,0.92,0.6,0,36,273
1939.0,12.0,26.0,4.0,1.0,7.8,TURKEY,SOUTH BLACK SEA,39.907,39.586,0.53,0.6,1,75,422
1940.0,8.0,1.0,4.0,1.0,7.5,JAPAN,W. HOKKAIDO ISLAND,44.2,139.5,5.0,1.8,1,41,481
1940.0,8.0,31.0,4.0,8.0,7.2,NORWAY,NORTHERN NORWAY,65.883,13.167,0.92,0.6,1,55,301
1941.0,1.0,13.0,4.0,1.0,7.4,PAPUA NEW GUINEA,BISMARCK SEA,-4.175,152.071,0.15,-3.3,1,58,41
1941.0,4.0,15.0,3.0,1.0,7.6,MEXICO,MEXICO,18.68,-102.989,0.92,0.6,0,46,253
1941.0,6.0,26.0,4.0,1.0,8.0,INDIA,"ANDAMAN SEA, E. COAST INDIA",11.94,92.626,1.5,0.6,1,35,15
1941.0,7.0,7.0,3.0,8.0,7.2,SPAIN,"TENERIFE, CANARY ISLANDS",28.48,-16.25,6.0,0.6,0,69,458
1941.0,11.0,18.0,4.0,1.0,7.4,JAPAN,SEIKAIDO,32.0,132.1,1.2,0.3,1,41,409
1941.0,11.0,25.0,4.0,1.0,7.8,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,37.301,-18.966,0.23,0.6,1,4,27
1941.0,12.0,5.0,4.0,1.0,7.6,COSTA RICA,COSTA RICA-PANAMA,8.7,-83.2,0.21,-3.3,1,13,85
1941.0,12.0,6.0,4.0,1.0,6.9,COSTA RICA,COSTA RICA-PANAMA,8.5,-84.0,0.12,-3.3,1,13,85
1942.0,5.0,1.0,3.0,0.0,7.2,NEW CALEDONIA,NEW CALEDONIA,-20.6,165.0,3.0,0.6,0,52,283
1942.0,8.0,24.0,4.0,3.0,8.2,PERU,S. PERU,-15.0,-76.0,2.0,1.0,1,59,381
1943.0,4.0,6.0,4.0,1.0,8.2,CHILE,CENTRAL CHILE,-30.75,-72.0,1.0,0.6,1,10,64
1943.0,6.0,13.0,4.0,1.0,7.1,JAPAN,SE. HOKKAIDO ISLAND,41.2,143.3,0.6,-0.7,1,41,405
1944.0,8.0,20.0,4.0,7.0,7.2,ITALY,STROMBOLI ISLAND,38.789,15.213,0.92,0.6,1,39,435
1944.0,10.0,6.0,3.0,1.0,6.7,TURKEY,"EDREMIT GULF, AEGEAN SEA",39.509,26.587,0.92,0.6,0,75,117
1944.0,12.0,7.0,4.0,1.0,8.1,JAPAN,OFF SOUTHEAST COAST KII PENINSULA,34.0,137.1,10.0,2.9,1,41,331
1945.0,1.0,12.0,4.0,1.0,7.1,JAPAN,TOKAIDO,34.7,137.2,1.0,-0.7,1,41,464
1945.0,2.0,10.0,4.0,1.0,7.3,JAPAN,SANRIKU,40.9,142.1,0.4,-1.3,1,41,396
1945.0,11.0,27.0,4.0,3.0,8.0,PAKISTAN,MAKRAN COAST,24.5,63.0,17.0,3.9,1,56,240
1946.0,4.0,1.0,4.0,3.0,8.6,USA,"UNIMAK ISLAND, AK",53.492,-162.832,42.0,5.1,1,78,474
1946.0,6.0,23.0,4.0,3.0,7.3,CANADA,BRITISH COLUMBIA,49.87,-124.92,9.0,4.9,1,9,49
1946.0,8.0,4.0,4.0,1.0,7.9,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.25,-69.0,5.0,2.2,1,17,297
1946.0,8.0,8.0,4.0,1.0,7.5,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.5,-69.5,0.6,0.6,1,17,297
1946.0,11.0,13.0,3.0,6.0,7.2,RUSSIA,N. KURIL ISLANDS,48.092,153.2,0.92,0.6,0,62,271
1946.0,12.0,20.0,4.0,1.0,8.3,JAPAN,HONSHU: S COAST,33.123,135.905,6.6,2.7,1,41,162
1947.0,3.0,25.0,3.0,3.0,7.1,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.85,178.87,10.0,3.3,0,53,320
1947.0,5.0,17.0,4.0,1.0,6.9,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.42,178.88,6.0,2.6,1,53,320
1947.0,10.0,6.0,3.0,3.0,7.3,GREECE,"PELOPONNESUS, GREECE",36.808,21.916,1.0,0.6,0,27,341
1947.0,11.0,4.0,4.0,1.0,7.0,JAPAN,W. HOKKAIDO ISLAND,43.8,141.0,2.0,1.0,1,41,481
1948.0,1.0,24.0,3.0,1.0,7.8,PHILIPPINES,SULU SEA,10.714,122.235,0.92,1.0,0,60,438
1948.0,2.0,9.0,4.0,1.0,7.3,GREECE,"DODECANESE, KARPATHOS IS.",35.64,27.158,7.3,0.6,1,27,95
1948.0,4.0,17.0,4.0,1.0,7.2,JAPAN,TOKAIDO,33.1,135.6,0.6,-0.7,1,41,464
1948.0,4.0,22.0,4.0,1.0,6.5,GREECE,IONIAN SEA,38.532,20.427,1.0,0.6,1,27,171
1948.0,6.0,1.0,3.0,1.0,6.3,INDONESIA,OFF NORTHWEST COAST,6.0,95.0,0.92,-0.5,0,36,328
1948.0,9.0,8.0,4.0,1.0,7.8,TONGA,TONGA TRENCH,-21.0,-174.0,0.1,1.0,1,73,468
1948.0,12.0,4.0,3.0,1.0,6.6,MEXICO,MEXICO,21.182,-106.818,0.92,1.0,0,46,253
1948.0,12.0,26.0,3.0,1.0,7.0,CHILE,NORTHERN CHILE,-22.5,-69.0,0.92,-0.5,0,10,299
1949.0,1.0,27.0,4.0,1.0,5.9,RUSSIA,KAMCHATKA,54.6,163.5,0.92,0.6,1,62,184
1949.0,4.0,13.0,3.0,3.0,7.0,USA,"PUGET SOUND, WA",47.167,-122.617,0.92,0.6,0,78,359
1949.0,4.0,16.0,4.0,8.0,7.2,USA,"PUGET SOUND, WA",47.3,-122.533,2.4,0.6,1,78,359
1949.0,7.0,23.0,3.0,1.0,6.5,GREECE,"CHIOS ISLAND, AEGEAN ISLANDS",38.718,26.482,2.0,0.6,0,27,73
1949.0,8.0,22.0,4.0,3.0,8.1,CANADA,BRITISH COLUMBIA,53.6,-133.3,0.61,-1.0,1,9,49
1949.0,10.0,19.0,4.0,1.0,7.5,PAPUA NEW GUINEA,SOLOMON SEA,-5.5,154.0,0.3,-1.7,1,58,418
1950.0,10.0,5.0,4.0,1.0,7.7,COSTA RICA,COSTA RICA-NICARAGUA,11.0,-85.0,2.0,-3.3,1,13,84
1950.0,10.0,8.0,3.0,1.0,7.6,INDONESIA,BANDA SEA,-3.8,128.3,0.92,1.5,0,36,32
1950.0,10.0,23.0,4.0,1.0,7.5,GUATEMALA,GUATEMALA,14.31,-91.917,0.2,-1.3,1,31,141
1950.0,11.0,8.0,3.0,1.0,7.3,SOLOMON ISLANDS,SOLOMON SEA,-10.0,159.5,1.2,0.6,0,66,418
1950.0,12.0,2.0,3.0,1.0,7.8,VANUATU,VANUATU ISLANDS,-18.25,167.5,2.5,0.6,0,80,477
1950.0,12.0,14.0,4.0,1.0,7.5,MEXICO,S. MEXICO,16.48,-98.22,0.3,-1.5,1,46,379
1951.0,8.0,21.0,4.0,1.0,6.9,USA,HAWAII,19.5,-156.0,3.6,1.8,1,78,156
1951.0,10.0,22.0,4.0,1.0,7.3,TAIWAN,TAIWAN,23.8,121.7,0.3,0.6,1,71,449
1951.0,12.0,22.0,3.0,6.0,7.2,SOLOMON ISLANDS,KAVACHI,-9.02,157.95,0.92,2.6,0,66,192
1952.0,1.0,9.0,4.0,8.0,7.2,NORWAY,MID-NORWAY,64.883,12.417,2.0,0.6,1,55,254
1952.0,3.0,4.0,4.0,1.0,8.1,JAPAN,SE. HOKKAIDO ISLAND,42.15,143.85,6.54,2.7,1,41,405
1952.0,3.0,9.0,4.0,1.0,7.0,JAPAN,SE. HOKKAIDO ISLAND,41.7,143.6,0.3,-1.7,1,41,405
1952.0,3.0,17.0,4.0,1.0,4.5,USA,HAWAII,19.1,-155.0,3.0,0.6,1,78,156
1952.0,3.0,19.0,4.0,1.0,7.8,PHILIPPINES,"E. OF MINDANO, PHILIPPINES",9.5,127.25,0.33,0.6,1,60,107
1952.0,5.0,13.0,3.0,1.0,6.4,COSTA RICA,COSTA RICA-PANAMA,10.088,-85.211,0.07,-3.3,0,13,85
1952.0,9.0,16.0,4.0,6.0,7.2,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.15,-1.0,1,41,267
1952.0,9.0,23.0,4.0,6.0,7.2,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.05,-1.0,1,41,267
1952.0,9.0,24.0,4.0,6.0,7.2,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.15,-1.0,1,41,267
1952.0,9.0,26.0,4.0,6.0,7.2,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.1,-1.0,1,41,267
1952.0,11.0,4.0,4.0,1.0,9.0,RUSSIA,KAMCHATKA,52.755,160.057,23.0,4.2,1,62,184
1952.0,12.0,15.0,4.0,8.0,7.2,GREENLAND,"SOUTH COAST OF NUUSSUAQ, GREENLAND",70.35,-53.24,2.5,0.6,1,28,425
1953.0,3.0,11.0,4.0,6.0,7.2,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,6.0,-1.0,1,41,267
1953.0,3.0,17.0,3.0,1.0,5.8,RUSSIA,N. KURIL ISLANDS,50.0,156.5,3.0,0.6,0,62,271
1953.0,3.0,25.0,4.0,6.0,7.2,JAPAN,MYOJINSHO SUBMARINE VOLCANO,32.1,139.85,0.05,-1.0,1,41,267
1953.0,6.0,27.0,3.0,6.0,7.2,PAPUA NEW GUINEA,BISMARCK SEA,-2.4,147.4,0.92,0.5,0,58,41
1953.0,8.0,11.0,3.0,1.0,6.8,GREECE,IONIAN SEA,38.1,20.6,1.0,0.6,0,27,171
1953.0,8.0,12.0,3.0,1.0,7.2,GREECE,IONIAN SEA,38.3,20.8,0.92,0.6,0,27,171
1953.0,9.0,10.0,3.0,1.0,6.3,CYPRUS,LEVANTIAN SEA,34.741,32.335,0.92,0.6,0,16,219
1953.0,9.0,14.0,4.0,3.0,6.4,FIJI,FIJI ISLANDS,-18.3,178.2,15.0,1.0,1,23,126
1953.0,11.0,25.0,4.0,1.0,7.4,JAPAN,"KASHIMA, JAPAN",34.0,141.7,3.0,1.5,1,41,191
1953.0,12.0,12.0,4.0,1.0,7.4,PERU,N. PERU,-3.4,-80.6,1.0,-1.0,1,59,275
1954.0,1.0,21.0,3.0,9.0,7.2,ARGENTINA,MAR DEL PLATA,-38.0,-57.0,1.0,0.6,0,3,242
1954.0,2.0,1.0,4.0,6.0,7.2,ITALY,STROMBOLI ISLAND,38.789,15.213,0.92,0.6,1,39,435
1954.0,9.0,9.0,4.0,3.0,6.7,ALGERIA,SEA OF ALBORAN,36.274,1.594,0.33,0.6,1,1,407
1954.0,11.0,18.0,4.0,1.0,6.1,JAPAN,"MIYAGI, JAPAN",38.9,142.2,0.92,0.6,1,41,257
1955.0,4.0,19.0,3.0,1.0,6.2,GREECE,VOLOS GULF,39.4,23.1,0.92,0.6,0,27,479
1955.0,4.0,19.0,4.0,1.0,7.1,CHILE,CENTRAL CHILE,-30.0,-72.0,1.0,0.6,1,10,64
1955.0,9.0,8.0,3.0,1.0,6.5,PAPUA NEW GUINEA,SOLOMON SEA,-6.9,155.7,0.92,0.6,0,58,418
1955.0,10.0,10.0,3.0,1.0,7.3,PAPUA NEW GUINEA,BISMARCK SEA,-5.1,152.924,0.92,0.6,0,58,41
1956.0,3.0,5.0,4.0,1.0,6.3,JAPAN,NE. HOKKAIDO ISLAND,44.3,144.1,0.4,-1.3,1,41,279
1956.0,7.0,9.0,4.0,1.0,7.7,GREECE,CYCLADES,36.664,25.957,30.0,5.0,1,27,89
1956.0,7.0,9.0,3.0,1.0,6.8,GREECE,"AMORGOS ISLAND, AEGEAN ISLANDS",36.8,25.5,10.0,0.6,0,27,12
1957.0,3.0,9.0,4.0,1.0,8.6,USA,"ANDREANOF ISLANDS, AK",51.292,-175.629,32.0,3.9,1,78,16
1957.0,6.0,22.0,3.0,1.0,7.3,INDONESIA,NW. IRIAN JAYA,-1.5,137.0,1.8,0.8,0,36,308
1957.0,7.0,28.0,4.0,1.0,7.9,MEXICO,S. MEXICO,16.5,-99.1,1.3,1.3,1,46,379
1957.0,9.0,26.0,3.0,1.0,5.5,INDONESIA,SOUTH OF JAVA,-8.2,107.3,0.7,-0.5,0,36,429
1958.0,1.0,19.0,4.0,1.0,7.6,ECUADOR,COLOMBIA-ECUADOR,1.5,-79.5,0.92,0.6,1,19,76
1958.0,4.0,5.0,4.0,10.0,7.2,CANADA,"RIPPLE ROCK, BC",50.08,-125.3,0.46,0.6,1,9,368
