Year,Month,Day,Validity,Cause,Eq Magnitude,Country,Location,Latitude,Longitude,Max Water Height (m),Tsm Magnitude (Iida),Tsunami,ECountry,ELocation
1868.0,8.0,12.0,3.0,1.0,7.2,MEXICO,S. MEXICO,16.8,-99.9,0.92,0.6,0,46,379
1868.0,8.0,13.0,4.0,1.0,8.5,CHILE,NORTHERN CHILE,-18.6,-71.0,18.0,4.2,1,10,299
1868.0,8.0,14.0,4.0,1.0,8.5,CHILE,NORTHERN CHILE,-18.6,-71.0,0.17,0.6,1,10,299
1868.0,8.0,19.0,3.0,0.0,7.2,INDIA,ANDAMAN ISLANDS,11.67,92.73,4.0,2.0,0,35,13
1868.0,10.0,18.0,4.0,1.0,7.6,NEW ZEALAND,NEW ZEALAND,-40.2,173.0,3.0,0.6,1,53,285
1868.0,10.0,21.0,3.0,3.0,6.8,USA,N. CALIFORNIA,37.7,-122.1,4.5,2.2,0,78,269
1869.0,3.0,2.0,3.0,0.0,7.2,NEW ZEALAND,NEW ZEALAND,-42.719,170.961,0.6,0.6,0,53,285
1869.0,6.0,1.0,3.0,0.0,7.2,USA,N. CALIFORNIA,,,0.92,0.6,0,78,269
1869.0,7.0,24.0,3.0,0.0,7.2,USA,OFF COAST OF HAWAII,20.0,-155.0,8.2,3.2,0,78,317
1869.0,8.0,9.0,3.0,1.0,7.2,CHILE,CENTRAL CHILE,-30.0,-71.4,3.0,0.6,0,10,64
1869.0,8.0,24.0,3.0,1.0,7.5,CHILE,NORTHERN CHILE,-19.6,-70.23,2.0,0.6,0,10,299
1869.0,10.0,11.0,3.0,1.0,5.6,UKRAINE,BLACK SEA,44.75,35.0,1.0,0.6,0,77,42
1870.0,5.0,11.0,3.0,1.0,7.9,MEXICO,"PUERTO ANGEL, MEXICO",15.4,-96.3,0.92,0.6,0,46,356
1870.0,6.0,24.0,3.0,1.0,7.2,EGYPT,ALEXANDRIA,36.0,26.0,0.92,0.6,0,20,7
1870.0,10.0,28.0,3.0,1.0,7.2,ITALY,TYRRHENIAN SEA,39.28,16.28,0.92,0.6,0,39,473
1871.0,3.0,3.0,4.0,6.0,7.2,INDONESIA,RUANG,2.28,125.425,25.0,4.6,1,36,372
1872.0,1.0,26.0,3.0,1.0,6.0,PHILIPPINES,PHILIPPINES,16.0,119.0,0.92,0.6,0,60,347
1872.0,3.0,14.0,4.0,1.0,7.4,JAPAN,SW. HONSHU ISLAND,34.9,132.0,3.0,1.5,1,41,444
1872.0,4.0,3.0,3.0,1.0,7.3,TURKEY,SAMANDAG (SUAIDIYA),36.2,36.2,0.92,0.6,0,75,385
1872.0,8.0,23.0,4.0,1.0,7.2,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.2,-168.5,1.3,1.6,1,78,130
1872.0,9.0,16.0,3.0,0.0,7.2,USA,"SAN FRANCISCO, N. CALIFORNIA",,,0.1,0.6,0,78,391
1872.0,1.0,1.0,4.0,1.0,7.2,ICELAND,ICELAND,,,0.92,0.6,1,34,165
1872.0,1.0,1.0,3.0,1.0,7.2,JAPAN,BONIN ISLANDS [CHICHIJIMA ISLAND],27.07,142.21,0.92,0.6,0,41,47
1873.0,11.0,23.0,3.0,3.0,6.7,USA,N. CALIFORNIA,42.0,-124.0,3.05,0.6,0,78,269
1873.0,1.0,1.0,3.0,1.0,8.0,PAPUA NEW GUINEA,MACLAY COAST,-5.5,146.0,0.92,1.0,0,58,235
1874.0,5.0,1.0,3.0,8.0,7.2,USA,"LITUYA BAY, AK",58.64,-137.57,24.38,0.6,0,78,226
1875.0,3.0,18.0,4.0,1.0,7.2,ITALY,ADRIATIC SEA,44.2,12.4,0.92,0.6,1,39,1
1875.0,3.0,28.0,3.0,1.0,8.0,NEW CALEDONIA,"LIFOU ISLAND, LOYALTY ISLANDS",-20.0,168.5,4.0,2.0,0,52,220
1876.0,5.0,28.0,3.0,1.0,6.8,INDONESIA,CERAM SEA,-3.0,127.25,0.3,0.6,0,36,68
1876.0,12.0,23.0,3.0,0.0,7.2,ITALY,LIGURIAN SEA,,,0.92,0.6,0,39,222
1877.0,5.0,10.0,4.0,1.0,8.3,CHILE,NORTHERN CHILE,-21.5,-70.5,18.0,4.4,1,10,299
1877.0,8.0,23.0,3.0,1.0,7.2,CHILE,NORTHERN CHILE,-20.2,-70.1,1.0,0.6,0,10,299
1878.0,1.0,10.0,3.0,1.0,7.5,VANUATU,TANNA ISLAND,-19.0,168.5,12.0,3.6,0,80,455
1878.0,1.0,20.0,3.0,1.0,7.2,USA,"ALEUTIAN ISLANDS, AK",,,3.6,1.6,0,78,6
1878.0,1.0,27.0,3.0,0.0,7.2,PERU,CENTRAL PERU,-12.0,-77.0,0.92,0.6,0,59,67
1878.0,2.0,4.0,3.0,1.0,7.2,PAPUA NEW GUINEA,BISMARCK SEA,-4.25,152.25,0.92,2.0,0,58,41
1878.0,2.0,11.0,3.0,1.0,8.0,VANUATU,TANNA ISLAND,-19.0,168.5,0.92,1.0,0,80,455
1878.0,11.0,22.0,3.0,8.0,7.2,USA,S. CALIFORNIA,35.18,-120.731,1.0,2.0,0,78,376
1879.0,7.0,11.0,3.0,1.0,5.9,EGYPT,GULF OF SUEZ,29.0,33.0,0.92,0.6,0,20,151
1880.0,4.0,14.0,3.0,8.0,7.2,NORWAY,WESTERN NORWAY,62.083,7.117,0.92,0.6,0,55,489
1880.0,7.0,18.0,4.0,3.0,7.5,PHILIPPINES,E. LUZON ISLAND,16.0,121.85,0.92,0.6,1,60,105
1880.0,9.0,8.0,3.0,1.0,7.0,NEW ZEALAND,GISBORNE,-38.85,178.85,0.92,0.6,0,53,133
1880.0,9.0,29.0,3.0,1.0,6.3,USA,"CHIRIKOF ISLAND, AK",55.8,-155.6,0.92,0.6,0,78,74
1880.0,10.0,26.0,3.0,3.0,6.3,USA,"SITKA, AK",57.0,-136.0,1.8,5.9,0,78,414
1881.0,4.0,3.0,3.0,1.0,6.5,GREECE,"CHIOS ISLAND, AEGEAN ISLANDS",38.2,26.2,0.92,0.6,0,27,73
1881.0,6.0,29.0,3.0,1.0,7.2,NEW ZEALAND,PIGEON BAY (BANKS PENINSULA),-43.69,172.9,3.0,0.6,0,53,349
1881.0,7.0,14.0,3.0,1.0,7.2,CHILE,NORTHERN CHILE,-20.2,-70.1,1.4,0.5,0,10,299
1881.0,12.0,31.0,3.0,1.0,7.9,INDIA,BAY OF BENGAL: W OF CAR NICOBAR IS,8.52,92.43,1.22,0.3,0,35,34
1882.0,1.0,1.0,3.0,1.0,7.2,SRI LANKA,SRI LANKA,8.567,81.233,0.92,0.6,0,70,434
1882.0,9.0,7.0,4.0,3.0,7.9,PANAMA,SAN BLAS ARCHIPELAGO,10.0,-79.0,3.0,0.6,1,57,389
1882.0,10.0,10.0,3.0,1.0,7.5,INDONESIA,BANDA SEA,-4.5,129.9,0.92,0.6,0,36,32
1883.0,3.0,12.0,3.0,0.0,7.2,MEXICO,S. MEXICO,,,0.92,0.6,0,46,379
1883.0,6.0,27.0,3.0,1.0,7.2,GREECE,IONIAN ISLANDS,39.5,20.0,0.92,0.6,0,27,170
1883.0,8.0,27.0,4.0,6.0,7.2,INDONESIA,KRAKATAU,-6.102,105.423,41.0,5.1,1,36,206
1883.0,10.0,6.0,4.0,7.0,7.2,USA,"COOK INLET, AK",59.4,-153.4,9.14,3.2,1,78,78
1884.0,7.0,20.0,4.0,1.0,6.2,ERITREA,OFFSHORE MASSAWA,15.7,39.6,0.92,0.6,1,22,336
1885.0,1.0,16.0,3.0,0.0,7.2,FRANCE,LIGURIAN SEA,,,0.92,0.6,0,24,222
1885.0,4.0,30.0,3.0,1.0,7.3,INDONESIA,MOLUCCAS ISLANDS,-2.5,127.5,1.2,0.6,0,36,259
1885.0,8.0,3.0,3.0,0.0,7.2,INDONESIA,SULAWESI ISLAND,1.1,124.3,0.92,0.6,0,36,437
1885.0,11.0,12.0,3.0,1.0,7.2,CHILE,NORTHERN CHILE,-20.2,-70.1,1.0,0.6,0,10,299
1886.0,8.0,27.0,3.0,1.0,7.5,GREECE,IONIAN SEA,37.1,21.5,0.92,0.6,0,27,171
1886.0,9.0,1.0,4.0,1.0,7.3,USA,"CHARLESTON, SC",32.9,-80.0,0.92,0.6,1,78,70
1886.0,12.0,1.0,4.0,8.0,7.2,NEW ZEALAND,"JACKSON BAY, SOUTH ISLAND",-43.957,168.616,0.92,0.6,1,53,176
1887.0,2.0,23.0,3.0,1.0,7.2,ITALY,LIGURIAN SEA,43.7,8.1,2.0,0.6,0,39,222
1887.0,9.0,23.0,4.0,1.0,7.2,HAITI,MOLE SAINT-NICOLAS,19.7,-74.4,0.92,0.6,1,32,258
1888.0,3.0,13.0,4.0,7.0,7.2,PAPUA NEW GUINEA,RITTER ISLAND,-5.52,148.121,15.0,3.4,1,58,369
1888.0,4.0,23.0,4.0,8.0,7.2,NORWAY,MID-NORWAY,63.433,10.383,7.0,0.6,1,55,254
1888.0,9.0,9.0,4.0,3.0,6.1,GREECE,GULF OF CORINTH,38.2,22.1,0.92,0.6,1,27,143
1889.0,5.0,25.0,3.0,1.0,6.8,PHILIPPINES,MINDORO ISLAND,13.5,121.0,0.1,0.6,0,60,256
1889.0,9.0,6.0,4.0,1.0,8.0,INDONESIA,N. MOLUCCAS ISLANDS,1.0,126.25,4.0,1.0,1,36,273
1890.0,7.0,11.0,3.0,1.0,7.2,IRAN,CASPIAN SEA,36.6,54.6,0.92,0.6,0,37,61
1891.0,1.0,15.0,3.0,1.0,7.2,ALGERIA,SEA OF ALBORAN,36.5,1.8,0.92,0.6,0,1,407
1891.0,6.0,10.0,3.0,0.0,7.2,INDONESIA,N. MOLUCCAS ISLANDS,-0.5,127.5,0.92,0.6,0,36,273
1891.0,6.0,20.0,3.0,0.0,7.2,INDONESIA,BANDA SEA,-4.0,129.0,0.92,0.6,0,36,32
1891.0,10.0,5.0,3.0,1.0,7.0,INDONESIA,TIMOR SEA,-9.0,124.0,0.92,0.6,0,36,460
1891.0,11.0,29.0,3.0,3.0,7.2,USA,WASHINGTON,48.0,-123.5,2.44,1.3,0,78,486
1892.0,5.0,16.0,4.0,1.0,7.5,USA TERRITORY,"GUAM, MARIANA ISLANDS",14.0,143.3,0.92,0.6,1,79,139
1892.0,5.0,17.0,3.0,1.0,7.2,INDONESIA,NORTHEAST SUMATRA,2.5,99.5,0.92,0.6,0,36,295
1892.0,6.0,7.0,4.0,6.0,7.2,INDONESIA,"AWU VOLCANO, SANGIHE ISLAND",3.67,125.5,0.75,1.0,1,36,25
1892.0,8.0,30.0,3.0,6.0,7.2,TONGA,TOFUA,-19.75,-175.07,0.92,0.6,0,73,462
1892.0,11.0,18.0,3.0,1.0,7.0,INDONESIA,SERAM ISLAND,-3.0,127.75,0.92,0.6,0,36,411
1892.0,12.0,9.0,4.0,1.0,6.5,JAPAN,SW. HONSHU ISLAND,37.0,136.8,0.92,0.6,1,41,444
1893.0,2.0,9.0,4.0,1.0,6.5,GREECE,SAMOTHRACE,40.5,25.5,1.0,0.6,1,27,388
1893.0,4.0,17.0,3.0,1.0,6.4,GREECE,IONIAN SEA,37.7,20.9,0.92,0.6,0,27,171
1893.0,6.0,4.0,4.0,1.0,7.0,RUSSIA,S. KURIL ISLANDS,43.3,147.5,2.5,1.6,1,62,378
1893.0,6.0,13.0,4.0,1.0,6.9,JAPAN,"NEMURO, JAPAN",42.5,145.5,0.92,0.6,1,41,281
1894.0,3.0,22.0,4.0,1.0,7.9,JAPAN,SE. HOKKAIDO ISLAND,42.5,146.0,4.0,2.0,1,41,405
1894.0,4.0,27.0,4.0,3.0,7.0,GREECE,NORTH EVOIKOS GULF,38.7,23.1,3.0,1.6,1,27,292
1894.0,7.0,10.0,4.0,1.0,6.7,TURKEY,MARMARA SEA,40.6,28.7,4.5,0.6,1,75,244
1894.0,10.0,22.0,4.0,1.0,7.0,JAPAN,"YAMAGATA, JAPAN",38.9,139.8,0.92,-1.0,1,41,494
1894.0,11.0,28.0,3.0,8.0,7.2,USA,"PUYALLUP RIVER DELTA, TACOMA, WA",47.286,-122.445,3.0,0.6,0,78,360
1895.0,3.0,6.0,4.0,1.0,7.3,PAPUA NEW GUINEA,SOLOMON SEA,-8.4,150.1,6.0,2.6,1,58,418
1895.0,5.0,31.0,4.0,1.0,7.2,CHILE,NORTHERN CHILE,-18.0,-71.0,0.92,0.6,1,10,299
1895.0,7.0,9.0,4.0,8.0,7.2,NEW ZEALAND,PIEGON BAY,-43.688,172.9,5.0,0.6,1,53,348
1895.0,8.0,18.0,4.0,3.0,6.0,NEW ZEALAND,"LAKE TAUPO, NORTH ISLAND",-38.8,176.0,0.92,0.6,1,53,215
1895.0,9.0,1.0,3.0,1.0,4.3,USA,"HIGH BRIDGE, NJ",40.667,-74.883,0.92,0.6,0,78,157
1896.0,1.0,9.0,4.0,1.0,7.6,JAPAN,"KASHIMA, JAPAN",36.5,141.0,0.25,0.6,1,41,191
1896.0,6.0,15.0,4.0,1.0,8.3,JAPAN,SANRIKU,39.5,144.0,38.2,5.2,1,41,396
1896.0,11.0,5.0,3.0,1.0,7.2,GREECE,IONIAN SEA,,,0.92,0.6,0,27,171
1896.0,1.0,1.0,4.0,1.0,7.2,ICELAND,ICELAND,,,0.92,0.6,1,34,165
1897.0,2.0,19.0,4.0,1.0,7.4,JAPAN,SANRIKU,38.1,141.9,1.0,0.6,1,41,396
1897.0,3.0,26.0,3.0,6.0,7.2,SOLOMON ISLANDS,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,0.92,0.6,0,66,461
1897.0,8.0,5.0,4.0,1.0,7.7,JAPAN,SANRIKU,38.0,143.7,3.6,1.5,1,41,396
1897.0,9.0,21.0,4.0,1.0,8.7,PHILIPPINES,SULU SEA,6.0,122.0,7.0,2.6,1,60,438
1897.0,10.0,18.0,3.0,1.0,8.1,PHILIPPINES,SAMAR ISLAND,12.0,126.0,0.92,0.6,0,60,386
1898.0,4.0,22.0,4.0,1.0,7.2,JAPAN,HONSHU ISLAND,38.6,142.0,0.1,0.6,1,41,161
1898.0,12.0,3.0,3.0,1.0,7.2,GREECE,IONIAN ISLANDS,37.75,21.0,0.4,0.6,0,27,170
1899.0,1.0,15.0,3.0,1.0,7.2,PAPUA NEW GUINEA,"EAST COAST, NEW IRELAND",-3.0,152.0,0.92,0.6,0,58,110
1899.0,1.0,22.0,3.0,1.0,6.6,GREECE,IONIAN SEA,37.2,21.6,1.0,0.6,0,27,171
1899.0,9.0,4.0,4.0,1.0,8.2,USA,"CAPE YAKATAGA, AK",60.0,-142.0,3.1,0.6,1,78,58
1899.0,9.0,10.0,4.0,3.0,8.2,USA,"YAKUTAT BAY, AK",60.0,-140.0,60.96,5.9,1,78,493
1899.0,9.0,29.0,4.0,3.0,7.8,INDONESIA,BANDA SEA,-3.0,128.5,12.0,3.6,1,36,32
1899.0,11.0,24.0,4.0,1.0,7.1,JAPAN,SEIKAIDO,31.9,132.0,0.3,-1.7,1,41,409
1899.0,11.0,25.0,4.0,1.0,6.9,JAPAN,SEIKAIDO,32.7,132.3,0.92,-1.0,1,41,409
1899.0,1.0,1.0,3.0,0.0,7.2,VIETNAM,NORTH CENTRAL VIETNAM,19.0,106.0,3.0,0.6,0,82,290
1900.0,1.0,20.0,3.0,1.0,7.3,MEXICO,MEXICO,20.0,-105.0,0.92,0.6,0,46,253
1900.0,5.0,16.0,3.0,1.0,6.9,MEXICO,MEXICO,20.0,-105.0,0.92,0.6,0,46,253
1900.0,8.0,11.0,4.0,3.0,7.2,USA,"LITUYA BAY, AK",58.6,-137.5,0.92,0.6,1,78,226
1900.0,9.0,10.0,4.0,1.0,6.8,PAPUA NEW GUINEA,BISMARCK SEA,-4.0,152.0,0.92,0.6,1,58,41
1900.0,9.0,17.0,3.0,1.0,7.1,PAPUA NEW GUINEA,RABAUL HARBOR,-5.0,148.0,3.0,0.6,0,58,365
1900.0,10.0,7.0,3.0,1.0,6.9,INDONESIA,BISMARCK SEA,-4.0,140.0,0.92,1.0,0,36,41
1900.0,10.0,29.0,3.0,1.0,7.7,VENEZUELA,MANCUTO,11.0,-66.0,10.0,0.6,0,81,241
1901.0,3.0,3.0,3.0,3.0,6.7,USA,"MONTEREY BAY, N. CALIFORNIA",36.0,-120.5,0.92,0.6,0,78,262
1901.0,3.0,31.0,3.0,1.0,7.2,BULGARIA,BLACK SEA,43.4,28.5,3.0,0.6,0,7,42
1901.0,6.0,15.0,4.0,1.0,6.0,JAPAN,"IWATE, JAPAN",39.0,143.0,0.92,0.6,1,41,174
1901.0,6.0,24.0,4.0,1.0,7.5,JAPAN,RYUKYU ISLANDS,28.0,130.3,0.25,-2.3,1,41,373
1901.0,8.0,9.0,4.0,1.0,7.2,JAPAN,OFF NORTHEAST COAST HONSHU,40.5,142.5,0.6,0.0,1,41,327
1901.0,8.0,9.0,4.0,1.0,7.9,NEW CALEDONIA,LOYALTY ISLANDS,-22.0,170.0,1.2,-0.7,1,52,232
1901.0,8.0,9.0,4.0,1.0,7.4,JAPAN,OFF NORTHEAST COAST HONSHU,40.6,142.3,0.25,-1.0,1,41,327
1901.0,8.0,9.0,4.0,1.0,6.3,JAPAN,OFF NORTHEAST COAST HONSHU,40.5,142.5,0.02,-1.0,1,41,327
1901.0,10.0,8.0,3.0,1.0,7.0,NICARAGUA,NICARAGUA,11.0,-86.5,1.5,0.6,0,54,286
1902.0,2.0,26.0,3.0,1.0,7.0,EL SALVADOR,EL SALVADOR-GUATEMALA,13.5,-89.5,0.92,2.3,0,21,120
1902.0,5.0,5.0,4.0,7.0,7.2,MARTINIQUE (FRENCH TERRITORY),MOUNT PELEE,14.82,-61.17,5.0,0.6,1,45,265
1902.0,5.0,7.0,4.0,6.0,7.2,SAINT VINCENT AND THE GRENADINES,SOUFRIERE VOLCANO,13.33,-61.18,1.0,0.6,1,63,420
1902.0,7.0,5.0,3.0,1.0,6.6,GREECE,AEGEAN SEA,40.75,23.25,0.92,0.6,0,27,2
1902.0,8.0,30.0,4.0,6.0,7.2,MARTINIQUE (FRENCH TERRITORY),MOUNT PELEE,14.82,-61.17,1.0,0.6,1,45,265
1903.0,10.0,20.0,3.0,0.0,7.2,CANADA,"BLACKLEAD ISLAND, CUMBERLAND SOUND",64.98,-66.2,0.92,0.6,0,9,43
1903.0,11.0,24.0,4.0,9.0,7.2,USA,HAWAII,,,0.92,0.6,1,78,156
1903.0,12.0,7.0,3.0,1.0,6.5,CHILE,NORTHERN CHILE,-28.5,-71.0,0.92,0.6,0,10,299
1904.0,6.0,25.0,4.0,1.0,8.3,RUSSIA,"KAMCHATKA PENINSULA, RUSSIA",52.0,159.0,0.92,1.0,1,62,186
1904.0,6.0,25.0,3.0,1.0,8.1,RUSSIA,"KAMCHATKA PENINSULA, RUSSIA",52.0,159.0,0.92,1.0,0,62,186
1905.0,1.0,20.0,3.0,1.0,6.8,COSTA RICA,GULF OF NICOYA,9.85,-84.68,0.92,0.6,0,13,150
1905.0,7.0,4.0,4.0,8.0,7.2,USA,"DISENCHANTMENT BAY, AK",60.0,-139.58,33.53,5.1,1,78,93
1905.0,7.0,6.0,3.0,1.0,7.0,JAPAN,JAPAN:  OFF FUKUSHIMA,37.4,142.6,0.92,-1.0,0,41,180
1905.0,9.0,8.0,4.0,1.0,7.1,ITALY,TYRRHENIAN CALABRIA,38.67,16.07,1.3,0.6,1,39,472
1905.0,10.0,4.0,4.0,1.0,5.1,RUSSIA,BLACK SEA,44.5,37.5,0.5,-1.0,1,62,42
1905.0,11.0,8.0,3.0,3.0,7.2,GREECE,NORTH AEGEAN SEA,40.092,24.627,3.0,0.6,0,27,289
1906.0,1.0,31.0,4.0,1.0,8.8,ECUADOR,OFF COAST,0.955,-79.369,5.0,1.0,1,19,315
1906.0,1.0,31.0,4.0,1.0,7.2,VENEZUELA,CARACAS,10.5,-66.916,0.92,0.6,1,81,59
1906.0,2.0,7.0,4.0,1.0,7.2,ECUADOR,COLOMBIA-ECUADOR,1.0,-81.0,0.25,0.6,1,19,76
1906.0,2.0,21.0,3.0,1.0,7.2,COLOMBIA,BUENAVENTURA,3.9,-77.033,0.92,0.6,0,12,50
1906.0,4.0,4.0,4.0,6.0,7.2,ITALY,TYRRHENIAN SEA,40.821,14.426,0.4,0.6,1,39,473
1906.0,4.0,18.0,4.0,3.0,7.9,USA,N. CALIFORNIA,37.7,-122.5,0.1,-3.3,1,78,269
1906.0,8.0,17.0,3.0,1.0,8.2,CHILE,CENTRAL CHILE,-33.0,-72.0,3.5,1.8,0,10,64
1906.0,9.0,14.0,4.0,1.0,8.0,PAPUA NEW GUINEA,SOLOMON SEA,-7.0,149.0,1.5,0.6,1,58,418
1906.0,10.0,2.0,3.0,1.0,7.2,PAPUA NEW GUINEA,BISMARCK SEA,-4.0,149.0,1.2,0.6,0,58,41
1906.0,11.0,20.0,3.0,1.0,5.0,GHANA,GOLD COAST,6.5,0.3,0.92,0.6,0,26,134
1907.0,1.0,4.0,4.0,1.0,8.2,INDONESIA,NW. SUMATRA,2.681,95.53,15.0,1.5,1,36,309
1907.0,1.0,14.0,4.0,1.0,6.2,JAMAICA,JAMAICA,18.667,-76.237,2.5,1.3,1,40,177
1907.0,4.0,14.0,3.0,1.0,8.1,MEXICO,S. MEXICO,17.0,-100.0,2.0,1.0,0,46,379
1907.0,9.0,24.0,3.0,3.0,5.5,USA,"SKAGWAY, AK",59.5,-135.5,0.7,-0.5,0,78,415
1907.0,10.0,6.0,4.0,6.0,7.2,SAMOA,MATAVANU VOLCANO,-13.612,-172.525,3.6,0.6,1,64,248
1907.0,10.0,23.0,4.0,1.0,5.9,ITALY,IONIAN CALABRIA,38.133,16.017,0.92,0.6,1,39,169
1908.0,2.0,6.0,3.0,1.0,7.5,INDONESIA,SW. SUMATRA,-2.0,100.0,1.4,0.5,0,36,446
1908.0,9.0,21.0,4.0,1.0,6.8,USA,HAWAII,19.0,-155.0,1.2,-0.5,1,78,156
1908.0,12.0,28.0,4.0,3.0,7.0,ITALY,"MESSINA STRAIT, IONIAN SEA",38.17,15.58,13.0,0.6,1,39,251
1909.0,3.0,12.0,4.0,1.0,6.7,JAPAN,OFF BOSO PENINSULA,34.5,141.5,0.92,-1.0,1,41,314
1909.0,3.0,13.0,4.0,1.0,7.5,JAPAN,OFF BOSO PENINSULA,34.5,141.5,0.92,-1.0,1,41,314
1909.0,8.0,14.0,4.0,1.0,6.9,JAPAN,"ANEGAWA, JAPAN",35.4,136.3,1.8,1.0,1,41,17
1909.0,12.0,9.0,4.0,1.0,8.0,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.5,145.0,0.92,0.6,1,79,139
1910.0,11.0,10.0,3.0,1.0,7.2,VANUATU,VANUATU ISLANDS,-14.0,166.5,0.92,0.6,0,80,477
1911.0,1.0,30.0,4.0,6.0,7.2,PHILIPPINES,"TAAL, LUZON ISLAND",14.002,120.993,3.0,0.6,1,60,447
1911.0,2.0,18.0,3.0,1.0,6.7,ALBANIA,OCHRIDA LAKE,40.9,20.8,0.92,0.6,0,0,311
1911.0,6.0,15.0,4.0,1.0,8.0,JAPAN,RYUKYU ISLANDS,28.0,130.0,0.92,1.0,1,41,373
1911.0,11.0,3.0,3.0,8.0,7.2,TRINIDAD AND TOBAGO,TRINIDAD,10.5,-61.2,0.92,0.6,0,74,470
1912.0,6.0,8.0,3.0,1.0,6.6,JAPAN,SANRIKU,40.5,142.0,0.5,-1.0,0,41,396
1912.0,8.0,9.0,4.0,3.0,7.2,TURKEY,MARMARA SEA,40.73,27.121,2.7,0.6,1,75,244
1913.0,2.0,22.0,3.0,1.0,6.8,NEW ZEALAND,TASMAN SEA,-41.8,171.5,1.5,0.6,0,53,456
1913.0,10.0,11.0,4.0,1.0,7.0,PAPUA NEW GUINEA,SOLOMON SEA,-7.0,148.0,0.1,-3.3,1,58,418
1914.0,1.0,12.0,4.0,4.0,7.1,JAPAN,SEIKAIDO,31.58,130.67,3.0,1.6,1,41,409
1914.0,5.0,26.0,4.0,1.0,8.1,INDONESIA,NW. IRIAN JAYA,-1.829,136.943,0.1,1.5,1,36,308
1914.0,10.0,6.0,4.0,3.0,7.2,NEW ZEALAND,"TOLAGA BAY, NORTH ISLAND",-37.8,178.2,0.92,0.6,1,53,465
1915.0,11.0,1.0,4.0,1.0,7.8,JAPAN,SANRIKU,38.3,142.9,1.0,0.6,1,41,396
1915.0,11.0,18.0,3.0,1.0,6.4,PHILIPPINES,W. LUZON ISLAND,18.0,119.5,0.92,0.6,0,60,482
1916.0,1.0,1.0,3.0,1.0,7.9,PAPUA NEW GUINEA,BISMARCK SEA,-4.739,152.548,0.92,1.5,0,58,41
1916.0,4.0,26.0,4.0,1.0,7.0,PANAMA,BOCAS DEL TORO,9.6,-82.0,1.3,0.6,1,57,44
1916.0,7.0,3.0,4.0,1.0,5.1,ITALY,STROMBOLI ISLAND,38.817,15.233,10.0,0.6,1,39,435
1916.0,8.0,16.0,4.0,1.0,6.0,ITALY,CENTRAL ADRIATIC,44.035,13.009,0.92,0.6,1,39,63
1916.0,8.0,29.0,3.0,9.0,7.2,DOMINICAN REPUBLIC,SANTO DOMINGO,,,0.92,0.6,0,17,401
1917.0,1.0,20.0,3.0,1.0,6.6,INDONESIA,BALI SEA,-7.0,116.0,2.0,1.0,0,36,30
1917.0,1.0,25.0,3.0,1.0,6.5,CHINA,SOUTH CHINA SEA,24.47,118.08,0.92,1.0,0,11,423
1917.0,1.0,31.0,3.0,1.0,6.4,PHILIPPINES,CELEBES SEA,6.0,125.0,1.5,0.6,0,60,62
1917.0,5.0,1.0,4.0,1.0,8.0,NEW ZEALAND,KERMADEC ISLANDS,-29.2,-177.0,0.3,3.6,1,53,197
1917.0,5.0,6.0,4.0,1.0,5.8,TAIWAN,TAIWAN,23.2,121.6,0.5,-1.0,1,71,449
1917.0,6.0,26.0,4.0,1.0,8.3,SAMOA,SAMOA ISLANDS,-15.5,-173.0,12.2,3.6,1,64,387
1917.0,8.0,16.0,3.0,8.0,7.2,USA,"TAKU INLET, JUNEAU, AK",58.204,-134.147,2.4,0.6,0,78,453
1917.0,12.0,6.0,4.0,10.0,7.2,CANADA,"HALIFAX, NOVA SCOTIA",44.633,-63.583,7.0,0.6,1,9,153
1918.0,2.0,13.0,3.0,3.0,7.5,CHINA,GUANGDONG PROVINCE,23.5,117.2,0.92,1.0,0,11,140
1918.0,8.0,15.0,4.0,1.0,8.3,PHILIPPINES,CELEBES SEA,5.538,123.994,7.2,2.8,1,60,62
1918.0,9.0,7.0,4.0,1.0,8.2,RUSSIA,S. KURIL ISLANDS,45.5,151.5,12.0,3.6,1,62,378
1918.0,10.0,11.0,4.0,3.0,7.1,USA TERRITORY,PUERTO RICO: MONA PASSAGE,18.7,-67.189,6.1,2.6,1,79,358
1918.0,10.0,25.0,3.0,1.0,6.4,USA TERRITORY,PUERTO RICO,18.441,-67.214,0.92,0.6,0,79,357
1918.0,11.0,8.0,4.0,1.0,7.8,RUSSIA,S. KURIL ISLANDS,44.5,151.5,0.5,1.0,1,62,378
1918.0,12.0,4.0,4.0,1.0,7.8,CHILE,NORTHERN CHILE,-26.0,-71.0,5.0,2.3,1,10,299
1919.0,4.0,30.0,4.0,1.0,8.1,TONGA,TONGA ISLANDS,-18.352,-172.515,2.5,1.3,1,73,467
1919.0,5.0,6.0,3.0,1.0,8.2,PAPUA NEW GUINEA,SOLOMON SEA,-4.806,153.859,0.92,2.6,0,58,418
1919.0,5.0,22.0,4.0,6.0,7.2,ITALY,STROMBOLI ISLAND,38.789,15.213,0.75,0.6,1,39,435
1919.0,6.0,29.0,3.0,1.0,6.6,NICARAGUA,GULF OF FONSECA,12.33,-88.291,0.92,0.6,0,54,146
